#MESH-MESH_XY-DIJKSTRA-2-packet_injection_rate-0.05-1-0.01
packet_injection_rate,Total produced flits,Total accepted flits,Total received flits,Network production (flits/cycle),Network acceptance (flits/cycle),Network throughput (flits/cycle),IP throughput (flits/cycle/IP),Last time flit received (cycles),Max buffer stuck delay (cycles),Max time flit in network (cycles),Total received packets,Total flits lost,Global average delay (cycles),Max delay (cycles),Average buffer utilization
0.27,289634,126930,126791,29.8592,13.0856,13.0712,0.130712,9699,1517,2444,15850,0,2610.79,8303.19,0.255477
0.28,299744,127712,127655,30.9014,13.1662,13.1603,0.131603,9699,1665,2087,15955,0,2640.17,8604.14,0.257119
0.29000000000000004,309772,126412,126360,31.9353,13.0322,13.0268,0.130268,9699,1348,1633,15792,0,2844.53,8457.38,0.25371
0.30000000000000004,320909,127661,127603,33.0834,13.1609,13.1549,0.131549,9699,1627,2078,15949,0,2846.16,9044.56,0.256095
0.31000000000000005,329975,127175,127221,34.018,13.1108,13.1156,0.131156,9699,1125,1848,15896,0,2901.14,8775.92,0.254748
0.32000000000000006,340345,126769,126777,35.0871,13.069,13.0698,0.130698,9699,1539,2126,15843,0,3017.14,8952.9,0.259359
0.33,350836,126692,126713,36.1687,13.061,13.0632,0.130632,9699,1632,3390,15840,0,3061.5,8879.33,0.256813
0.34,363001,127241,127276,37.4228,13.1176,13.1212,0.131212,9699,1543,2163,15917,0,3124.42,8911.75,0.258624
0.35000000000000003,373057,127145,127233,38.4595,13.1077,13.1168,0.131168,9699,1535,2087,15903,0,3155.9,8909.06,0.257945
0.36000000000000004,383022,125958,126105,39.4868,12.9854,13.0005,0.130005,9699,1516,1990,15759,0,3141.73,9124.46,0.256112
0.37000000000000005,393672,127400,127298,40.5847,13.134,13.1235,0.131235,9699,1313,2002,15912,0,3214.29,9036.18,0.259404
0.38000000000000006,404175,127951,128105,41.6675,13.1908,13.2067,0.132067,9699,1681,1842,16010,0,3293.72,9279.12,0.257847
0.39000000000000007,414248,127792,127912,42.706,13.1744,13.1868,0.131868,9699,1717,2522,15989,0,3336.29,8965.42,0.257757
0.4000000000000001,424440,126056,125948,43.7567,12.9955,12.9843,0.129843,9699,1493,1995,15744,0,3458.22,9000.34,0.256886
0.4100000000000001,432775,128847,128784,44.616,13.2832,13.2767,0.132767,9699,1415,2324,16095,0,3398.72,9227.66,0.258767
0.42000000000000004,443081,127177,127105,45.6785,13.111,13.1036,0.131036,9699,1210,1869,15887,0,3488.53,9392.5,0.257469
0.43000000000000005,455320,127888,127998,46.9402,13.1843,13.1957,0.131957,9699,1386,1848,16007,0,3492.6,8916.29,0.25695
0.44000000000000006,465245,128613,128670,47.9634,13.2591,13.2649,0.132649,9699,1675,2224,16082,0,3549.85,9043.44,0.256248
0.45000000000000007,476629,126941,126981,49.137,13.0867,13.0908,0.130908,9699,1623,1883,15878,0,3607.82,9016.9,0.258937
0.4600000000000001,486479,127623,127601,50.1525,13.157,13.1547,0.131547,9699,1417,2610,15950,0,3631.08,9121.16,0.25959
0.4700000000000001,497067,127019,127098,51.244,13.0947,13.1029,0.131029,9699,1727,2135,15891,0,3658.17,8983.76,0.261667
0.4800000000000001,503632,127200,127379,51.9208,13.1134,13.1319,0.131319,9699,1392,2062,15922,0,3687.37,9307.93,0.255863
0.49000000000000005,517226,126546,126547,53.3223,13.046,13.0461,0.130461,9699,1113,1841,15820,0,3688.64,9252.75,0.257109
0.5000000000000001,526565,127037,126973,54.2851,13.0966,13.09,0.1309,9699,1339,1800,15871,0,3810.04,9073.02,0.258892
0.5100000000000001,534695,126575,126471,55.1232,13.049,13.0382,0.130382,9699,1905,2305,15809,0,3740.03,9398.02,0.259743
0.5200000000000001,545323,127939,128047,56.2189,13.1896,13.2007,0.132007,9699,1270,2120,16004,0,3739.95,9307.53,0.2604
0.5300000000000001,554966,126286,126318,57.213,13.0192,13.0225,0.130225,9699,1402,1833,15787,0,3827.87,9091.33,0.258386
0.5400000000000001,567882,127522,127375,58.5445,13.1466,13.1314,0.131314,9699,2049,2293,15919,0,3883.58,9311.16,0.259199
0.5500000000000002,575213,125157,125180,59.3003,12.9028,12.9052,0.129052,9699,1579,1911,15650,0,3899.28,8988.51,0.255488
0.5600000000000002,584736,127032,127047,60.2821,13.0961,13.0976,0.130976,9699,1639,2099,15878,0,3939.55,9187.34,0.261419
0.5700000000000002,595066,126522,126495,61.347,13.0435,13.0407,0.130407,9699,1396,2526,15811,0,3887.12,9534.79,0.258506
0.5800000000000002,604011,126963,126956,62.2692,13.089,13.0882,0.130882,9699,1179,1779,15865,0,3917.16,9227.11,0.255687
0.5900000000000002,618577,127489,127354,63.7708,13.1432,13.1293,0.131293,9699,1756,2437,15914,0,3915.56,9280.11,0.259042
0.6000000000000002,621107,125755,125730,64.0316,12.9644,12.9619,0.129619,9699,1418,1958,15717,0,3913.81,9420.35,0.257308
0.6100000000000001,637820,125484,125507,65.7546,12.9365,12.9389,0.129389,9699,1220,2093,15688,0,3967.06,9621.36,0.256037
0.6200000000000001,640865,126617,126609,66.0686,13.0533,13.0525,0.130525,9699,1657,2231,15834,0,3965.89,9371.67,0.257438
0.6300000000000001,650313,126617,126609,67.0426,13.0533,13.0525,0.130525,9699,1657,2231,15834,0,3982.93,9376.47,0.257438
0.6400000000000001,664098,128258,128264,68.4637,13.2225,13.2231,0.132231,9699,1429,1752,16036,0,4045.35,9387.88,0.260166
0.6500000000000001,674777,128233,128167,69.5646,13.2199,13.2131,0.132131,9699,2297,2730,16022,0,4013.31,9552.49,0.257804
0.6600000000000001,684549,127981,128053,70.5721,13.1939,13.2013,0.132013,9699,1779,2286,16004,0,4065.28,9286.11,0.25801
0.6700000000000002,693567,127327,127286,71.5018,13.1265,13.1223,0.131223,9699,1362,2329,15909,0,4082.72,9382.72,0.258786
0.6800000000000002,701947,128691,128738,72.3657,13.2671,13.272,0.13272,9699,1629,2147,16102,0,4108.39,9503.41,0.259652
0.6900000000000002,710870,129126,129092,73.2856,13.312,13.3085,0.133085,9699,1332,2174,16140,0,4094.52,9399.57,0.25693
0.7000000000000002,720524,127844,127913,74.2808,13.1798,13.1869,0.131869,9699,1501,1939,15990,0,4073.95,9298.87,0.257311
0.7100000000000002,732493,129285,129354,75.5147,13.3284,13.3355,0.133355,9699,1625,2048,16170,0,4085.88,9414.87,0.259818
0.7200000000000002,736949,128133,128173,75.9741,13.2096,13.2137,0.132137,9699,1522,2301,16023,0,4102.56,9314.33,0.256787
0.7300000000000002,748544,126624,126682,77.1695,13.054,13.06,0.1306,9699,2246,2974,15840,0,4182.53,9433,0.258418
0.7400000000000002,760759,127663,127710,78.4288,13.1611,13.166,0.13166,9699,1369,2049,15963,0,4164.06,9458.38,0.258249
0.7500000000000002,767748,126700,126719,79.1493,13.0619,13.0638,0.130638,9699,1625,2525,15843,0,4191.9,9434.25,0.256184
0.7600000000000002,778612,125196,125211,80.2693,12.9068,12.9084,0.129084,9699,1500,2796,15650,0,4113.17,9459.86,0.256497
0.7700000000000002,786409,127977,128030,81.0731,13.1935,13.199,0.13199,9699,1613,2130,16003,0,4185.28,9430.01,0.257879
0.7800000000000001,796182,125110,125031,82.0806,12.8979,12.8898,0.128898,9699,1470,2538,15624,0,4276.71,9413.98,0.261092
0.7900000000000001,804501,125253,125398,82.9382,12.9127,12.9276,0.129276,9699,1336,2034,15679,0,4233.32,9499.53,0.259248
0.8000000000000002,812332,127492,127469,83.7456,13.1435,13.1411,0.131411,9699,1439,2772,15934,0,4215.21,9462.68,0.256819
0.8100000000000002,823067,127187,127239,84.8523,13.1121,13.1174,0.131174,9699,1678,2260,15901,0,4244.55,9595.69,0.25993
0.8200000000000002,834379,129715,129584,86.0185,13.3727,13.3592,0.133592,9699,1262,2520,16197,0,4235.69,9654.54,0.259805
0.8300000000000002,840920,126216,126098,86.6928,13.012,12.9998,0.129998,9699,1289,2421,15760,0,4315.63,9609.18,0.256814
0.8400000000000002,850002,126866,126885,87.6291,13.079,13.0809,0.130809,9699,1719,2117,15861,0,4264.44,9481.07,0.256873
0.8500000000000002,859415,127239,127187,88.5995,13.1174,13.1121,0.131121,9699,1087,2258,15898,0,4282.55,9432.96,0.257874
0.8600000000000002,869797,126349,126333,89.6698,13.0257,13.024,0.13024,9699,1487,1704,15790,0,4271.92,9521.74,0.259042
0.8700000000000002,878298,126338,126329,90.5462,13.0245,13.0236,0.130236,9699,1876,2055,15794,0,4356.95,9577.37,0.260272
0.8800000000000002,887102,125990,126034,91.4538,12.9887,12.9932,0.129932,9699,1578,1998,15752,0,4295.47,9412.96,0.256952
0.8900000000000002,892652,126196,126287,92.026,13.0099,13.0193,0.130193,9699,1880,2210,15784,0,4280.96,9584.01,0.256533
0.9000000000000002,904326,128542,128459,93.2295,13.2518,13.2432,0.132432,9699,1790,2105,16062,0,4329.14,9453.78,0.258198
0.9100000000000003,913832,126320,126173,94.2095,13.0227,13.0075,0.130075,9699,1489,2616,15777,0,4385.01,9586.95,0.258722
0.9200000000000003,924771,127483,127380,95.3372,13.1426,13.132,0.13132,9699,1277,2521,15924,0,4361.76,9488.86,0.258358
0.9300000000000002,930416,125344,125355,95.9192,12.9221,12.9232,0.129232,9699,1563,1951,15671,0,4359.69,9436.66,0.254899
0.9400000000000002,939550,128062,128002,96.8608,13.2023,13.1961,0.131961,9699,1314,1608,16007,0,4341.87,9583.21,0.258949
0.9500000000000002,952440,128416,128223,98.1897,13.2388,13.2189,0.132189,9699,1442,2827,16028,0,4332.96,9623.41,0.258312
0.9600000000000002,959779,125667,125665,98.9463,12.9554,12.9552,0.129552,9699,1864,2729,15706,0,4387.54,9610.33,0.25606
0.9700000000000002,968890,127458,127676,99.8856,13.14,13.1625,0.131625,9699,1862,2786,15962,0,4365.51,9426.5,0.258784
0.9800000000000002,976804,125700,125697,100.701,12.9588,12.9585,0.129585,9699,1225,1994,15719,0,4342.12,9564.55,0.255679
0.9900000000000002,981823,125183,125100,101.219,12.9055,12.8969,0.128969,9699,2519,2860,15637,0,4383.86,9573.63,0.258122
1.0000000000000002,993566,126630,126628,102.429,13.0546,13.0544,0.130544,9699,2089,2599,15828,0,4382.38,9505.73,0.258276
